"TIME","GEO","UNIT","NACE_R2","INDIC_SE","Value","Flag and Footnotes"
"2019","Romania","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2019","Romania","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","47.4",""
"2019","Romania","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2019","Slovenia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","50.5",""
"2019","Slovenia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2019","Slovenia","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","52.5",""
"2019","Slovenia","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2019","Slovakia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","41.2",""
"2019","Slovakia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","50.7",""
"2019","Slovakia","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","40.7",""
"2019","Slovakia","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","51.4",""
"2019","Finland","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2019","Finland","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2019","Finland","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2019","Finland","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2019","Sweden","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2019","Sweden","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2019","Sweden","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2019","Sweden","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2019","Iceland","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2019","Iceland","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2019","Iceland","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
